Domain Name,Record Name,Record Type,Record Value
heartbeats.tk,_3ce716ffb7c6baf7c81405015dd76a02.heartbeats.tk.,CNAME,_a52ea582864ebd4b46d3bb4dff5cddda.rlltrpyzyf.acm-validations.aws.
